Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilArea_filled
Box Hill,35 Barkly St,3,h,1760000,S,Noel,20/05/2017,13.1,3128,3,1,2.0,689,1920.0,Whitehorse,-378.262,1.451.301,Eastern Metropolitan,4605.0,Whitehorse
Box Hill,1A Maple St,2,t,990000,S,Fletchers,20/05/2017,13.1,3128,2,1,1.0,257,1970.0,Whitehorse,-378.259,1.451.282,Eastern Metropolitan,4605.0,Whitehorse
Box Hill,4/18 Barkly St,2,u,646500,S,McGrath,22/04/2017,13.1,3128,2,1,1.0,156,1980.0,Whitehorse,-378.281,1.451.305,Eastern Metropolitan,4605.0,Whitehorse
Box Hill,11 Howard St,3,h,2080000,S,Buxton,22/04/2017,13.1,3128,3,2,2.0,693,1925.0,Whitehorse,-378.229,1.451.217,Eastern Metropolitan,4605.0,Whitehorse
Braybrook,96 Duke St,2,h,610000,S,Barry,06/05/2017,10.8,3019,2,1,2.0,555,1950.0,Maribyrnong,-377.854,1.448.463,Western Metropolitan,3589.0,Maribyrnong
Braybrook,1 Hinkler St,3,h,925000,S,S&L,08/04/2017,10.8,3019,3,1,2.0,597,1970.0,Maribyrnong,-377.888,1.448.511,Western Metropolitan,3589.0,Maribyrnong
Braybrook,16 Menzies St,2,h,760000,S,Douglas,08/04/2017,10.8,3019,2,1,1.0,604,1950.0,Maribyrnong,-37.782,1.448.528,Western Metropolitan,3589.0,Maribyrnong
Braybrook,14 Arthur St,3,h,771000,S,S&L,20/05/2017,10.8,3019,3,1,0.0,556,1970.0,Maribyrnong,-377.904,1.448.514,Western Metropolitan,3589.0,Maribyrnong
Braybrook,13/25 Marnoo St,3,t,441700,SP,Barry,22/04/2017,10.8,3019,3,2,1.0,145,2003.0,Maribyrnong,-377.894,1.448.463,Western Metropolitan,3589.0,Maribyrnong
Braybrook,10 Sedge Cl,4,h,1000000,S,Nelson,22/04/2017,10.8,3019,4,3,2.0,475,2002.0,Maribyrnong,-377.759,1.448.552,Western Metropolitan,3589.0,Maribyrnong
Braybrook,30 Shepherd St,3,h,730000,SP,Village,29/04/2017,10.8,3019,3,1,3.0,586,1970.0,Maribyrnong,-37.783,144.855,Western Metropolitan,3589.0,Maribyrnong
Brighton,33 Brickwood St,3,h,2255000,S,Marshall,08/04/2017,11.2,3186,3,2,2.0,517,1920.0,Bayside,-37.894,1.449.977,Southern Metropolitan,10579.0,Bayside
Brighton,36 Meek St,3,h,2140000,S,hockingstuart,08/04/2017,11.2,3186,3,2,2.0,393,1970.0,Bayside,-37.902,1.449.922,Southern Metropolitan,10579.0,Bayside
Brighton,2 Normanby St,3,h,2225000,PI,Nick,08/04/2017,11.2,3186,3,2,2.0,0,1980.0,Bayside,-37.911,1.449.866,Southern Metropolitan,10579.0,Bayside
Brighton,147 North Rd,2,t,975000,PI,Marshall,08/04/2017,11.2,3186,2,1,1.0,444,1915.0,Bayside,-378.993,1.450.046,Southern Metropolitan,10579.0,Bayside
Brighton,24 North Rd,4,h,2255000,S,Biggin,08/04/2017,11.2,3186,4,2,2.0,920,1990.0,Bayside,-378.981,1.449.902,Southern Metropolitan,10579.0,Bayside
Brighton,3/136 New St,3,u,1392000,S,hockingstuart,13/05/2017,11.2,3186,3,2,1.0,188,1970.0,Bayside,-379.181,1.449.933,Southern Metropolitan,10579.0,Bayside
Brighton,552 New St,3,h,2255000,S,Marshall,13/05/2017,11.2,3186,3,3,2.0,440,1970.0,Bayside,-378.868,1.449.968,Southern Metropolitan,10579.0,Bayside
Brighton,38/568 New St,2,u,520000,PI,hockingstuart,13/05/2017,11.2,3186,2,1,1.0,1334,2004.0,Bayside,-378.847,1.449.972,Southern Metropolitan,10579.0,Bayside
Brighton,3/1 Thomson St,4,h,2000000,VB,Kay,13/05/2017,11.2,3186,4,2,2.0,286,1999.0,Bayside,-378.981,145,Southern Metropolitan,10579.0,Bayside
Brighton,39 Warleigh Gr,2,h,1350000,S,Hodges,13/05/2017,11.2,3186,2,1,1.0,873,1970.0,Bayside,-379.043,1.450.048,Southern Metropolitan,10579.0,Bayside
Brighton,138 Bay St,3,h,1900000,S,hockingstuart,20/05/2017,11.2,3186,3,2,3.0,503,1970.0,Bayside,-379.049,1.449.969,Southern Metropolitan,10579.0,Bayside
Brighton,1/21 Brickwood St,2,u,1002500,S,hockingstuart,20/05/2017,11.2,3186,2,1,1.0,118,1975.0,Bayside,-378.953,1.449.974,Southern Metropolitan,10579.0,Bayside
Brighton,3 Hayball Ct,4,h,2255000,S,Buxton,20/05/2017,11.2,3186,4,3,2.0,402,1970.0,Bayside,-379.037,1.449.926,Southern Metropolitan,10579.0,Bayside
Brighton,1/76 Whyte St,2,t,1055000,S,Marshall,20/05/2017,11.2,3186,2,1,2.0,211,1970.0,Bayside,-37.921,1.449.999,Southern Metropolitan,10579.0,Bayside
Brighton,56 Asling St,3,t,1990000,S,Buxton,22/04/2017,11.2,3186,3,2,2.0,0,1935.0,Bayside,-37.901,1.450.026,Southern Metropolitan,10579.0,Bayside
Brighton,868 Hampton St,3,h,1502000,S,Weston,22/04/2017,11.2,3186,3,1,1.0,431,1970.0,Bayside,-379.107,1.450.077,Southern Metropolitan,10579.0,Bayside
Brighton,3/12 Wellington St,3,u,1221000,S,Nick,22/04/2017,11.2,3186,3,2,2.0,0,1975.0,Bayside,-379.163,1.449.901,Southern Metropolitan,10579.0,Bayside
Brighton,3/30 Grosvenor St,4,h,2255000,SP,Hodges,29/04/2017,11.2,3186,4,3,2.0,263,2005.0,Bayside,-379.099,1.449.899,Southern Metropolitan,10579.0,Bayside
Brighton,3 Rose St,2,t,1470000,S,Hodges,29/04/2017,11.2,3186,2,1,1.0,238,1970.0,Bayside,-378.985,1.450.048,Southern Metropolitan,10579.0,Bayside
Brighton East,1/373 South Rd,3,u,725000,S,Buxton,08/04/2017,10.7,3187,3,1,1.0,137,1970.0,Bayside,-379.319,1.450.282,Southern Metropolitan,6938.0,Bayside
Brighton East,36 Clinton St,4,h,1630000,S,RT,13/05/2017,10.7,3187,4,2,1.0,596,1970.0,Bayside,-379.113,1.450.207,Southern Metropolitan,6938.0,Bayside
Brighton East,4/25 Cluden St,2,u,910000,S,Woodards,13/05/2017,10.7,3187,2,1,3.0,238,1970.0,Bayside,-379.126,1.450.105,Southern Metropolitan,6938.0,Bayside
Brighton East,1 Curzon St,3,h,1975000,S,Kay,13/05/2017,10.7,3187,3,1,2.0,688,1970.0,Bayside,-379.212,145.013,Southern Metropolitan,6938.0,Bayside
Brighton East,40 Hodder St,3,h,1635000,S,Buxton,13/05/2017,10.7,3187,3,1,1.0,597,1925.0,Bayside,-379.064,1.450.229,Southern Metropolitan,6938.0,Bayside
Brighton East,5 Valdemar Ct,3,h,1743000,S,Marshall,13/05/2017,10.7,3187,3,1,2.0,590,1970.0,Bayside,-379.287,1.450.273,Southern Metropolitan,6938.0,Bayside
Brighton East,12 Agnew St,3,h,2255000,S,Marshall,20/05/2017,10.7,3187,3,2,2.0,530,1886.0,Bayside,-379.119,145.011,Southern Metropolitan,6938.0,Bayside
Brighton East,7 Roberts Ct,3,h,1270000,VB,Ray,20/05/2017,10.7,3187,3,1,3.0,724,1970.0,Moreland,-379.291,1.450.297,Southern Metropolitan,6938.0,Unknown
Brighton East,239 South Rd,3,h,1400000,S,Buxton,20/05/2017,10.7,3187,3,1,2.0,677,1970.0,Bayside,-379.304,1.450.151,Southern Metropolitan,6938.0,Bayside
Brighton East,6 Coronation St,3,h,1640000,S,Hodges,22/04/2017,10.7,3187,3,1,1.0,590,1970.0,Bayside,-379.012,14.500.799.999.999.900,Southern Metropolitan,6938.0,Bayside
Brighton East,7 Holmhurst Ct,4,t,1700000,PI,Hodges,29/04/2017,10.7,3187,4,3,2.0,312,1950.0,Bayside,-379.295,1.450.144,Southern Metropolitan,6938.0,Bayside
Brighton East,7/36 Union St,3,t,972000,S,Gary,29/04/2017,10.7,3187,3,2,1.0,119,2000.0,Bayside,-379.084,1.450.118,Southern Metropolitan,6938.0,Bayside
Brunswick,129 Glenlyon Rd,3,h,1652000,S,Jellis,06/05/2017,5.2,3056,3,1,2.0,506,1921.0,Moreland,-377.723,1.449.694,Northern Metropolitan,11918.0,Moreland
Brunswick,3/15 Mitchell St,2,u,735000,SP,Walshe,06/05/2017,5.2,3056,2,1,2.0,173,1970.0,Moreland,-377.586,1.449.653,Northern Metropolitan,11918.0,Moreland
Brunswick,217 Victoria St,3,h,1210000,S,Woodards,06/05/2017,5.2,3056,3,1,0.0,282,1900.0,Moreland,-377.674,144.966,Northern Metropolitan,11918.0,Moreland
Brunswick,4/287 Albion St,1,h,412000,S,Nelson,08/04/2017,5.2,3056,1,1,1.0,85,1970.0,Moreland,-377.598,1.449.563,Northern Metropolitan,11918.0,Moreland
Brunswick,2/199 Barkly St,1,u,528000,S,Nelson,08/04/2017,5.2,3056,1,1,1.0,0,2010.0,Moreland,-377.767,1.449.676,Northern Metropolitan,11918.0,Moreland
Brunswick,10 Bennie St,3,h,1115000,S,Caine,08/04/2017,5.2,3056,3,1,1.0,249,1925.0,Moreland,-377.669,1.449.664,Northern Metropolitan,11918.0,Moreland
Brunswick,373 Brunswick Rd,3,h,1300000,VB,Nelson,08/04/2017,5.2,3056,3,2,3.0,299,1970.0,Moreland,-377.759,144.952,Northern Metropolitan,11918.0,Moreland
Brunswick,2/15 De Carle St,2,u,320000,S,Ray,08/04/2017,5.2,3056,2,1,1.0,638,1970.0,Moreland,-37.762,1.449.647,Northern Metropolitan,11918.0,Moreland
Brunswick,1 Denman St,4,h,1500000,PI,Jellis,08/04/2017,5.2,3056,4,2,1.0,459,1970.0,Moreland,-377.548,1.449.545,Northern Metropolitan,11918.0,Moreland
Brunswick,38 Edward St,3,h,1260000,S,Jellis,08/04/2017,5.2,3056,3,2,1.0,192,1910.0,Moreland,-377.743,1.449.637,Northern Metropolitan,11918.0,Moreland
Brunswick,1/19 Manallack St,4,h,1210000,SP,Woodards,08/04/2017,5.2,3056,4,2,1.0,373,2009.0,Moreland,-377.733,1.449.599,Northern Metropolitan,11918.0,Moreland
Brunswick,10 Staley St,3,h,1200000,S,Nelson,08/04/2017,5.2,3056,3,1,1.0,318,1927.0,Moreland,-377.648,1.449.633,Northern Metropolitan,11918.0,Moreland
Brunswick,8/93 Tinning St,1,u,315000,S,Jellis,08/04/2017,5.2,3056,1,1,1.0,1334,1970.0,Moreland,-377.591,1.449.577,Northern Metropolitan,11918.0,Moreland
Brunswick,17 Ballarat St,2,h,830000,VB,Nelson,13/05/2017,5.2,3056,2,1,1.0,153,1970.0,Moreland,-37.766,1.449.609,Northern Metropolitan,11918.0,Moreland
Brunswick,25/5 Evans St,3,t,981000,SP,Nelson,13/05/2017,5.2,3056,3,2,1.0,122,2012.0,Moreland,-377.698,1.449.661,Northern Metropolitan,11918.0,Moreland
Brunswick,7/675 Park St,1,u,418000,SP,Harcourts,13/05/2017,5.2,3056,1,1,1.0,0,1970.0,Moreland,-377.783,1.449.635,Northern Metropolitan,11918.0,Moreland
Brunswick,7/200 Albion St,2,u,585000,PI,Jellis,20/05/2017,5.2,3056,2,1,1.0,430,2006.0,Moreland,-377.609,1.449.623,Northern Metropolitan,11918.0,Moreland
Brunswick,6/1 Heller St,4,h,1900000,VB,Nelson,20/05/2017,5.2,3056,4,3,2.0,0,2012.0,Moreland,-37.775,1.449.513,Northern Metropolitan,11918.0,Moreland
Brunswick,41 Mountfield St,3,h,1450000,S,Jellis,20/05/2017,5.2,3056,3,1,2.0,304,1970.0,Moreland,-37.762,1.449.678,Northern Metropolitan,11918.0,Moreland
Brunswick,286 Barkly St,1,h,1200000,S,Barry,22/04/2017,5.2,3056,1,1,0.0,225,1970.0,Moreland,-377.761,1.449.593,Northern Metropolitan,11918.0,Moreland
Brunswick,1/135 Brunswick Rd,2,t,600000,PI,Ray,22/04/2017,5.2,3056,2,1,1.0,109,2011.0,Moreland,-377.778,1.449.683,Northern Metropolitan,11918.0,Moreland
Brunswick,68 Gold St,3,h,1075000,S,Nelson,22/04/2017,5.2,3056,3,1,0.0,222,1970.0,Moreland,-377.743,1.449.569,Northern Metropolitan,11918.0,Moreland
Brunswick,13 Goodman St,2,h,884000,SP,Jellis,22/04/2017,5.2,3056,2,1,0.0,148,1890.0,Moreland,-377.731,1.449.568,Northern Metropolitan,11918.0,Moreland
Brunswick,64 Tinning St,3,h,957000,SP,hockingstuart,22/04/2017,5.2,3056,3,1,2.0,80,1970.0,Moreland,-377.589,1.449.588,Northern Metropolitan,11918.0,Moreland
Brunswick,2/139 Union St,2,u,480000,VB,Brad,22/04/2017,5.2,3056,2,1,1.0,557,1960.0,Moreland,-377.732,144.951,Northern Metropolitan,11918.0,Moreland
Brunswick,11 Garnet St,3,h,1440000,S,Jellis,29/04/2017,5.2,3056,3,1,1.0,408,1970.0,Moreland,-377.587,1.449.529,Northern Metropolitan,11918.0,Moreland
Brunswick,9 Goodman St,2,h,955000,S,Woodards,29/04/2017,5.2,3056,2,1,0.0,1328,1880.0,Moreland,-377.731,1.449.568,Northern Metropolitan,11918.0,Moreland
Brunswick East,164 Blyth St,4,h,1310000,S,Jellis,08/04/2017,4.5,3057,4,1,2.0,449,1930.0,Moreland,-377.671,1.449.762,Northern Metropolitan,5533.0,Moreland
Brunswick East,22 Hickford St,2,h,1283000,S,Jellis,13/05/2017,4.5,3057,2,1,1.0,263,1910.0,Moreland,-377.661,1.449.742,Northern Metropolitan,5533.0,Moreland
Brunswick East,7 Leyden St,2,h,1025000,S,Nelson,13/05/2017,4.5,3057,2,1,0.0,121,1970.0,Moreland,-377.744,1.449.733,Northern Metropolitan,5533.0,Moreland
Brunswick East,5 Linden St,2,h,1015000,S,Nelson,13/05/2017,4.5,3057,2,1,0.0,137,1890.0,Moreland,-377.738,1.449.733,Northern Metropolitan,5533.0,Moreland
Brunswick East,503/200 Lygon St,2,u,500000,S,Jellis,13/05/2017,4.5,3057,2,1,1.0,1334,2013.0,Moreland,-377.721,1.449.719,Northern Metropolitan,5533.0,Moreland
Brunswick East,906/330 Lygon St,2,u,550000,SP,Nelson,13/05/2017,4.5,3057,2,1,1.0,1334,1970.0,Moreland,-377.685,1.449.724,Northern Metropolitan,5533.0,Moreland
Brunswick East,1/134 Mitchell St,2,u,460000,SP,Nelson,13/05/2017,4.5,3057,2,1,1.0,0,1970.0,Moreland,-37.76,1.449.757,Northern Metropolitan,5533.0,Moreland
Brunswick East,235 Nicholson St,1,h,1185000,S,Nicholson,13/05/2017,4.5,3057,1,1,0.0,365,1970.0,Moreland,-377.667,1.449.802,Northern Metropolitan,5533.0,Moreland
Brunswick East,15/67 Nicholson St,2,u,435000,SP,Pagan,13/05/2017,4.5,3057,2,1,1.0,0,2011.0,Moreland,-377.755,1.449.786,Northern Metropolitan,5533.0,Moreland
Brunswick East,41 Gear St,2,t,690000,S,Jellis,20/05/2017,4.5,3057,2,1,1.0,1334,1970.0,Moreland,-377.762,1.449.771,Northern Metropolitan,5533.0,Moreland
Brunswick East,314/360 Lygon St,1,u,385000,VB,Jellis,20/05/2017,4.5,3057,1,1,1.0,0,1970.0,Moreland,-377.679,1.449.725,Northern Metropolitan,5533.0,Moreland
Brunswick East,3/6 Methven St,2,u,632000,S,McDonald,20/05/2017,4.5,3057,2,1,2.0,65,1960.0,Moreland,-377.724,1.449.741,Northern Metropolitan,5533.0,Moreland
Brunswick East,9/211 Weston St,2,u,835000,SP,Jellis,20/05/2017,4.5,3057,2,1,2.0,0,2005.0,Moreland,-377.761,144.975,Northern Metropolitan,5533.0,Moreland
Brunswick East,7 Weigall St,3,h,1500000,S,Jellis,22/04/2017,4.5,3057,3,1,3.0,446,1940.0,Moreland,-377.682,1.449.835,Northern Metropolitan,5533.0,Moreland
Brunswick West,1/5 Allard St,2,u,407500,SP,hockingstuart,06/05/2017,5.9,3055,2,1,1.0,1097,1970.0,Moreland,-377.686,1.449.421,Northern Metropolitan,7082.0,Moreland
Brunswick West,6A Duggan St,3,t,670000,S,Raine,06/05/2017,5.9,3055,3,1,2.0,176,2000.0,Moreland,-377.597,1.449.404,Northern Metropolitan,7082.0,Moreland
Brunswick West,22 Henderson St,2,h,825000,PI,Nelson,06/05/2017,5.9,3055,2,1,0.0,207,1950.0,Moreland,-377.622,1.449.406,Northern Metropolitan,7082.0,Moreland
Brunswick West,1 McLean St,3,h,645000,SP,Nelson,06/05/2017,5.9,3055,3,3,1.0,131,2008.0,Moreland,-377.559,1.449.378,Northern Metropolitan,7082.0,Moreland
Brunswick West,48 Smith St,3,h,1222000,S,Nelson,08/04/2017,5.9,3055,3,1,1.0,380,1970.0,Moreland,-377.677,144.946,Northern Metropolitan,7082.0,Moreland
Brunswick West,28 Cadman St,3,h,1060000,S,Walshe,13/05/2017,5.9,3055,3,1,2.0,465,1970.0,Moreland,-377.572,1.449.486,Northern Metropolitan,7082.0,Moreland
Brunswick West,63A Hunter St,3,h,1220000,S,Woodards,13/05/2017,5.9,3055,3,1,1.0,335,1940.0,Moreland,-37.766,144.945,Northern Metropolitan,7082.0,Moreland
Brunswick West,4 James St,3,h,1097000,S,Walshe,13/05/2017,5.9,3055,3,1,1.0,372,1970.0,Moreland,-377.634,1.449.434,Northern Metropolitan,7082.0,Moreland
Brunswick West,10 Shamrock St,3,h,1100000,VB,Nelson,13/05/2017,5.9,3055,3,2,1.0,169,1900.0,Moreland,-377.585,1.449.504,Northern Metropolitan,7082.0,Moreland
Brunswick West,16 Coronation St,3,h,1270000,S,Nelson,20/05/2017,5.9,3055,3,1,1.0,526,1970.0,Moreland,-377.735,1.449.445,Northern Metropolitan,7082.0,Moreland
Brunswick West,2/31 Cumming St,3,t,670000,PI,Nelson,20/05/2017,5.9,3055,3,1,2.0,109,2010.0,Moreland,-377.609,1.449.416,Northern Metropolitan,7082.0,Moreland
Brunswick West,2/11 Howson St,2,u,640000,S,RW,20/05/2017,5.9,3055,2,1,1.0,559,1970.0,Moreland,-377.707,1.449.488,Northern Metropolitan,7082.0,Moreland
Brunswick West,507 Brunswick Rd,3,h,1200000,PI,Nelson,29/04/2017,5.9,3055,3,1,2.0,683,1970.0,Moreland,-377.744,1.449.396,Northern Metropolitan,7082.0,Moreland
Brunswick West,4/17 Howson St,2,h,545000,VB,Jellis,29/04/2017,5.9,3055,2,1,1.0,0,1970.0,Moreland,-377.711,1.449.487,Northern Metropolitan,7082.0,Moreland
Brunswick West,141 Pearson St,4,h,1205000,S,Nelson,29/04/2017,5.9,3055,4,2,2.0,518,1980.0,Moreland,-377.606,1.449.499,Northern Metropolitan,7082.0,Moreland
Bulleen,1/15 Allen St,3,u,860000,S,Jellis,06/05/2017,11.8,3105,3,1,1.0,0,1999.0,Manningham,-377.769,145.088,Eastern Metropolitan,4480.0,Manningham
Bulleen,2/1 Colite St,2,t,599900,S,Barry,06/05/2017,11.8,3105,2,1,2.0,135,1970.0,Manningham,-377.787,1.450.918,Eastern Metropolitan,4480.0,Manningham
Bulleen,33 Lindsay St,4,h,1540000,S,Jellis,06/05/2017,11.8,3105,4,2,2.0,780,1970.0,Manningham,-377.766,145.1,Eastern Metropolitan,4480.0,Manningham
Bulleen,4/62 Manningham Rd,4,t,910000,SP,Barry,06/05/2017,11.8,3105,4,2,2.0,190,2000.0,Manningham,-377.664,1.450.884,Eastern Metropolitan,4480.0,Manningham
Bulleen,22 Russell St,3,h,1100000,S,Barry,08/04/2017,11.8,3105,3,2,3.0,709,1970.0,Manningham,-377.612,1.450.968,Eastern Metropolitan,4480.0,Manningham
Bulleen,7 Mangan St,3,h,794000,S,Barry,20/05/2017,11.8,3105,3,1,0.0,353,1970.0,Manningham,-377.618,1.450.847,Eastern Metropolitan,4480.0,Manningham
Bulleen,33 Walter St,3,h,1360000,S,Parkes,20/05/2017,11.8,3105,3,2,2.0,746,1970.0,Manningham,-377.729,1.451.022,Eastern Metropolitan,4480.0,Manningham
Bulleen,5 England St,4,h,1207000,S,Barry,22/04/2017,11.8,3105,4,1,2.0,607,1970.0,Manningham,-377.601,1.450.856,Eastern Metropolitan,4480.0,Manningham
Burwood,3/51 Middleborough Rd,2,u,580000,S,McGrath,06/05/2017,11.7,3125,2,1,1.0,153,1970.0,Whitehorse,-378.528,1.451.318,Southern Metropolitan,5678.0,Whitehorse
Burwood,3/12 Somers St,2,u,605000,S,Noel,06/05/2017,11.7,3125,2,1,1.0,81,1965.0,Whitehorse,-378.495,1.450.999,Southern Metropolitan,5678.0,Whitehorse
Burwood,1/24 Daniel St,3,t,975000,VB,Reed,08/04/2017,11.7,3125,3,2,2.0,267,2012.0,Whitehorse,-378.463,1.451.071,Southern Metropolitan,5678.0,Whitehorse
Burwood,68 Somers St,3,h,1465500,S,Buxton,08/04/2017,11.7,3125,3,2,3.0,620,1970.0,Whitehorse,-378.445,1.451.005,Southern Metropolitan,5678.0,Whitehorse
Burwood,1/10 Gillard St,2,h,870000,S,Noel,13/05/2017,11.7,3125,2,1,1.0,271,1970.0,Whitehorse,-378.512,1.451.145,Southern Metropolitan,5678.0,Whitehorse
Burwood,362 Burwood Hwy,2,h,1815000,S,Lindellas,20/05/2017,11.7,3125,1,1,1.0,698,1960.0,Whitehorse,-378.518,1.451.278,Southern Metropolitan,5678.0,Whitehorse
Burwood,1/13 Johnston St,4,u,813000,S,Oriental,20/05/2017,11.7,3125,4,1,2.0,360,1990.0,Whitehorse,-378.499,1.451.306,Southern Metropolitan,5678.0,Whitehorse
Burwood,46 Cumming St,4,h,1601000,S,McGrath,29/04/2017,11.7,3125,4,2,1.0,863,1940.0,Whitehorse,-378.539,1.451.127,Southern Metropolitan,5678.0,Whitehorse
Camberwell,114 Through Rd,3,h,1930000,S,Nelson,06/05/2017,7.8,3124,3,1,2.0,643,1920.0,Boroondara,-378.405,1.450.924,Southern Metropolitan,8920.0,Boroondara
Camberwell,8 Tyrone St,3,h,2255000,S,Marshall,06/05/2017,7.8,3124,3,2,1.0,766,1970.0,Boroondara,-378.446,1.450.735,Southern Metropolitan,8920.0,Boroondara
Camberwell,29 Mabel St,4,h,2216000,S,Fletchers,08/04/2017,7.8,3124,4,2,0.0,670,1930.0,Boroondara,-378.378,145.089,Southern Metropolitan,8920.0,Boroondara
Camberwell,21 Radnor St,4,h,2110000,S,Fletchers,08/04/2017,7.8,3124,4,1,3.0,572,1910.0,Boroondara,-378.411,145.062,Southern Metropolitan,8920.0,Boroondara
Camberwell,3/18 Regent St,2,h,855000,S,Woodards,08/04/2017,7.8,3124,2,1,2.0,239,1970.0,Boroondara,-378.442,1.450.942,Southern Metropolitan,8920.0,Boroondara
Camberwell,4/24 Seville St,2,u,771000,S,Fletchers,08/04/2017,7.8,3124,2,1,1.0,512,1970.0,Boroondara,-378.434,1.450.675,Southern Metropolitan,8920.0,Boroondara
Camberwell,49 Bellett St,4,h,2255000,S,Marshall,13/05/2017,7.8,3124,4,2,3.0,696,1970.0,Boroondara,-378.355,1.450.665,Southern Metropolitan,8920.0,Boroondara
Camberwell,20 Crellin Gr,2,h,1900000,S,Noel,13/05/2017,7.8,3124,2,1,3.0,633,1960.0,Boroondara,-378.427,1.450.824,Southern Metropolitan,8920.0,Boroondara
Camberwell,72 Hunter Rd,3,h,1620000,S,Jellis,13/05/2017,7.8,3124,3,2,2.0,575,2000.0,Boroondara,-378.378,1.450.909,Southern Metropolitan,8920.0,Boroondara
Camberwell,6 Kingsley St,4,h,2255000,S,Marshall,13/05/2017,7.8,3124,4,2,1.0,790,1890.0,Boroondara,-378.269,1.450.661,Southern Metropolitan,8920.0,Boroondara
Camberwell,34 Morey St,4,h,1980000,S,Marshall,13/05/2017,7.8,3124,4,3,2.0,728,1970.0,Boroondara,-378.416,1.450.959,Southern Metropolitan,8920.0,Boroondara
Camberwell,96A Through Rd,3,h,1861000,S,Marshall,13/05/2017,7.8,3124,3,2,2.0,324,1970.0,Boroondara,-378.418,1.450.916,Southern Metropolitan,8920.0,Boroondara
Camberwell,10 Wilson Gr,2,h,1402000,S,J,13/05/2017,7.8,3124,2,1,0.0,429,1970.0,Boroondara,-37.845,145.071,Southern Metropolitan,8920.0,Boroondara
Camberwell,21 Avenue Rd,3,h,1905000,S,Marshall,20/05/2017,7.8,3124,3,1,2.0,400,1890.0,Boroondara,-378.333,1.450.616,Southern Metropolitan,8920.0,Boroondara
Camberwell,30 Moorhouse St,4,h,2255000,S,Marshall,20/05/2017,7.8,3124,4,2,2.0,742,1997.0,Boroondara,-378.284,1.450.673,Southern Metropolitan,8920.0,Boroondara
Camberwell,22 Spencer Rd,4,h,1855000,S,O'Donoghues,20/05/2017,7.8,3124,4,1,1.0,500,1970.0,Boroondara,-378.304,1.450.709,Southern Metropolitan,8920.0,Boroondara
Camberwell,44 Morey St,4,h,1500000,PI,Marshall,22/04/2017,7.8,3124,4,2,2.0,468,1970.0,Boroondara,-378.417,145.097,Southern Metropolitan,8920.0,Boroondara
Camberwell,1/16 Dower St,3,u,835000,S,Marshall,29/04/2017,7.8,3124,3,1,1.0,112,1960.0,Boroondara,-378.378,1.450.949,Southern Metropolitan,8920.0,Boroondara
Canterbury,4/69 Wattle Valley Rd,2,u,913000,S,Fletchers,08/04/2017,9.0,3126,2,1,1.0,0,1970.0,Boroondara,-378.322,1.450.816,Southern Metropolitan,3265.0,Boroondara
Canterbury,25 Faversham Rd,4,h,2255000,PI,Kay,13/05/2017,9.0,3126,4,3,2.0,789,1970.0,Boroondara,-378.214,1.450.843,Southern Metropolitan,3265.0,Boroondara
Canterbury,36 The Ridge,3,t,1775000,VB,Jellis,13/05/2017,9.0,3126,3,2,2.0,410,1970.0,Boroondara,-378.178,1.450.649,Southern Metropolitan,3265.0,Boroondara
Canterbury,17 View St,3,h,2255000,S,Marshall,13/05/2017,9.0,3126,3,2,2.0,857,1970.0,Boroondara,-378.203,1.450.785,Southern Metropolitan,3265.0,Boroondara
Carlton North,235 Amess St,4,h,2255000,S,Nelson,13/05/2017,3.2,3054,4,2,1.0,515,1905.0,Yarra,-377.817,1.449.742,Northern Metropolitan,3106.0,Yarra
Carlton North,72 Pigdon St,2,h,1290000,S,Nelson,13/05/2017,3.2,3054,2,1,0.0,119,1970.0,Yarra,-377.822,1.449.748,Northern Metropolitan,3106.0,Yarra
Carlton North,408 Canning St,3,h,1614500,S,Woodards,20/05/2017,3.2,3054,3,1,0.0,167,1970.0,Yarra,-377.875,1.449.749,Northern Metropolitan,3106.0,Yarra
Carlton North,90 Fenwick St,4,h,1550000,S,Woodards,20/05/2017,3.2,3054,4,1,0.0,202,1970.0,Yarra,-377.875,1.449.732,Northern Metropolitan,3106.0,Yarra
Carlton North,9/600 Station St,1,u,595000,S,Nelson,20/05/2017,3.2,3054,1,1,0.0,0,1940.0,Yarra,-377.823,1.449.767,Northern Metropolitan,3106.0,Yarra
Carlton North,32 Princes St,3,h,1300000,PI,Craig,22/04/2017,3.2,3054,4,1,0.0,223,1970.0,Yarra,-377.927,1.449.745,Northern Metropolitan,3106.0,Yarra
Carnegie,1/376 Neerim Rd,4,t,1201000,S,Ray,06/05/2017,11.4,3163,4,2,2.0,273,2000.0,Glen Eira,-378.898,1.450.632,Southern Metropolitan,7822.0,Glen Eira
Carnegie,2/60 Woornack Rd,2,u,635000,S,Noel,06/05/2017,11.4,3163,2,1,1.0,0,1980.0,Glen Eira,-378.981,1.450.619,Southern Metropolitan,7822.0,Glen Eira
Carnegie,60 Miller St,2,h,1424000,S,Max,08/04/2017,11.4,3163,2,1,1.0,575,1970.0,Glen Eira,-378.972,1.450.524,Southern Metropolitan,7822.0,Glen Eira
